,status_group
26572,non functional
53082,functional
6183,functional
30561,functional
11303,functional
1591,non functional
58501,functional needs repair
18546,functional
2396,non functional
49469,functional
47327,functional
9516,non functional
38001,functional needs repair
57760,functional
21452,non functional
20420,non functional
41755,functional needs repair
3020,functional
9903,functional
40996,functional needs repair
29125,functional
41873,functional
46681,functional needs repair
5295,functional
3972,functional
21754,functional needs repair
14663,functional
4133,functional
33742,non functional
40059,functional
25559,functional
15585,functional
50106,non functional
42520,non functional
46542,non functional
29192,functional needs repair
28841,functional
25931,functional
23265,functional
37784,functional
17602,non functional
32284,functional
43642,non functional
23874,functional
46007,functional
18024,non functional
17674,functional
44641,non functional
17764,non functional
34701,non functional
37443,non functional
10222,non functional
33660,non functional
7287,functional
54028,non functional
7906,non functional
28831,non functional
24578,non functional
47319,non functional
56464,functional
26685,non functional
25425,functional
18850,functional
7657,non functional
42874,functional needs repair
26172,non functional
30448,non functional
18297,functional
11362,non functional
46600,non functional
51888,functional
726,functional
7214,non functional
8245,functional
50948,functional
15876,non functional
52997,non functional
14199,functional
55554,functional
43513,non functional
27376,functional
17320,functional needs repair
51417,functional
49976,non functional
40042,non functional
11593,non functional
34157,non functional
36332,functional
41844,non functional
38197,non functional
15934,non functional
48988,non functional
56979,functional
54842,functional
14899,functional needs repair
24262,functional
48280,functional
14561,functional
34636,functional
29757,functional
40970,non functional
56638,non functional
806,non functional
37573,non functional
32123,functional needs repair
41898,non functional
45028,non functional
58142,functional needs repair
59341,non functional
43194,functional
31883,non functional
9155,functional
23895,functional
57208,non functional
15152,non functional
4494,functional
35400,non functional
47054,functional
57756,functional
25280,functional needs repair
40600,non functional
53540,non functional
47037,non functional
32913,functional needs repair
55619,functional
34801,functional
32413,functional
24951,non functional
33933,non functional
44460,non functional
2050,functional
20144,functional
32733,non functional
10816,functional
12676,non functional
53587,non functional
3430,non functional
24574,functional
57538,non functional
39837,functional
37129,non functional
10616,functional
18155,functional
19895,functional
33039,non functional
12984,functional
8436,functional
51184,functional
29629,non functional
45084,functional
59065,functional
41773,non functional
58916,functional
30586,non functional
3810,functional
13919,functional
48543,functional
29969,functional
27788,functional
9996,functional
29430,functional
37114,non functional
545,non functional
52393,functional needs repair
8502,functional
44481,functional
15229,non functional
9323,functional
13737,functional
28687,non functional
48288,non functional
27345,functional
7564,functional
50072,functional
15317,functional
54620,functional
44547,non functional
6640,functional
28535,functional
56846,non functional
40998,functional
12651,functional
23510,non functional
20662,non functional
31705,non functional
2983,non functional
29866,functional needs repair
16514,functional
13409,functional
57132,non functional
30907,non functional
35435,non functional
56290,functional
52375,functional
9374,non functional
24077,functional
21776,functional
614,functional
52713,functional
17850,non functional
37265,non functional
19426,non functional
25510,functional
51571,functional needs repair
54237,non functional
36062,functional
6737,functional
34268,non functional
29398,non functional
41786,functional needs repair
17905,non functional
58093,functional needs repair
15023,non functional
11122,functional
4232,functional
24070,functional
8820,functional
37198,non functional
44813,non functional
16774,non functional
28921,functional
19541,functional
56276,non functional
22297,functional
12182,functional
41360,functional needs repair
4806,non functional
29711,functional
